Annual Net emissions/removals in kt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query results for — Party: Australia and 44 other(s) | Year: Base year and 28 other(s) | Category: 1.  Energy and 115 other(s) | Classification: Total for category | Type of value: Net emissions/removals | Gas: CO | Unit: kt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,Year,Base year,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,Last Inventory Year (2017)
Party,Category \ Unit,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt
Australia,1.A.2.f  Non-metallic Minerals,11.85724386,11.85724386,11.42592011,10.58383712,11.15006254,12.05335983,12.17437022,12.2139985,12.68948572,12.80890912,13.43876277,12.96859149,13.41422607,13.88539178,16.40162325,17.96601433,20.18359723,25.58915201,24.32151375,26.72855575,24.44074541,30.12320614,27.58043562,28.57283958,25.07408369,23.02456674,29.62697151,29.39464469,21.32799965
Australia,1.A.2.g  Other,79.9357965,79.9357965,76.13933791,76.11388566,76.42866629,76.63619774,78.21257981,82.51504544,88.94373346,86.35003077,86.47822859,85.92625176,84.64419027,94.32279259,82.05502288,79.72937516,81.68486052,77.99389384,80.95809547,87.37955087,92.36704909,93.23138263,105.1072493,127.0841552,148.520176,150.3532528,145.2350098,141.7769277,147.494019
Australia,1.A.3  Transport,3915.056814,3915.056814,3920.25275,4078.47139,4196.330577,4278.70666,4382.907826,4401.903424,4322.695792,4076.397915,3927.522573,3613.944237,3336.814521,3311.819708,3063.064661,2884.308016,2440.677677,2341.60207,2046.788283,1844.48312,1749.087874,1624.258492,1475.802069,1379.761737,1295.021075,1250.921154,1211.765724,1151.414256,1112.732707
Australia,1.A.3.a  Domestic Aviation,5.715851005,5.715851005,7.343827228,8.066838955,8.488800714,9.001746642,10.55227938,11.57294159,12.29848166,11.22890954,10.8534771,11.32209517,12.62519738,11.16327806,10.66719645,11.1843989,12.20856829,12.71374493,13.67614203,14.92239424,15.04943153,15.28604559,17.10151271,17.76392755,18.72767803,18.78034069,18.67171168,19.05734989,19.01842744
Australia,1.A.3.b  Road Transportation,3702.272456,3702.272456,3709.89159,3865.447779,3979.942912,4059.237662,4156.395938,4173.755875,4095.086905,3850.237794,3699.088776,3381.796034,3105.416682,3075.141772,2828.269284,2636.328498,2184.834713,2098.98165,1798.036108,1592.128437,1494.780632,1362.83752,1206.962773,1104.893539,1009.885122,973.401538,928.3301913,862.3436815,809.6495679
Australia,1.A.3.c  Railways,5.0162,5.0162,5.0096,4.8546,4.7738,4.6258,4.48238,4.49504,4.52938,4.52682,4.53288,4.5248,4.3107002,4.5263554,4.735284,5.25402,5.47319,5.4944,5.613730012,6.695361432,6.9502746,6.866586,7.086968,7.848104,8.442388,8.660952,9.359872,9.649136,10.073336
Australia,1.A.3.d  Domestic Navigation,197.811648,197.811648,193.8766129,195.9055047,198.8227711,201.4406527,206.9456274,207.5118284,206.2147529,205.8271328,208.3766187,211.5440191,209.6566677,216.01117,214.2703642,226.2898131,232.8703409,219.0999236,224.08397,225.3425136,227.2026753,234.1924777,239.5600134,244.2696006,252.9573993,245.1980717,250.6358929,255.589919,268.9467379
Australia,1.A.3.e  Other Transportation,4.240659241,4.240659241,4.13111945,4.1966678,4.302293119,4.400799031,4.531600991,4.567739475,4.566272373,4.577258227,4.670821376,4.757289132,4.805273679,4.977132875,5.122531732,5.25128589,5.290864969,5.312350674,5.378333208,5.39441313,5.104861065,5.075862785,5.090801267,4.986566201,5.008488432,4.880251222,4.768055932,4.774169243,5.044638261
Australia,1.A.4  Other Sectors,1084.234603,1084.234603,1111.141805,1141.106975,1151.319026,1134.649345,1108.82831,1086.542423,1071.671014,1021.679403,977.389367,939.5018735,952.4043978,811.1289434,846.7982617,825.8888394,806.564178,782.8205397,759.4458913,740.0810243,715.1152135,696.8476278,673.4698013,675.6758092,677.2974232,667.0196705,660.322707,663.8504077,672.6918822
Australia,1.A.4.a  Commercial/Institutional,2.136443685,2.136443685,2.131570455,2.100484273,2.063247399,2.044023572,2.171599529,2.980202291,3.635453897,4.28670504,5.098953793,5.886604681,6.705341098,6.930058237,7.037823634,7.336572065,7.562363924,9.290162591,9.670387476,10.50778258,10.01611405,10.29824502,10.45042425,11.16361722,11.15952683,13.36516622,14.97084092,15.23629519,14.46417312
Australia,1.A.4.b  Residential,1025.384445,1025.384445,1051.943377,1081.112015,1089.36016,1070.004941,1042.172901,1018.268306,999.4615221,945.433603,894.5195994,846.9673121,830.1004333,686.7194999,712.251794,690.3212138,665.3044388,645.1863909,624.5950669,602.7076982,579.1440698,555.2730431,525.7543356,524.8194207,524.5945703,513.9026153,496.8189555,491.1861534,488.4042961
Australia,1.A.4.c  Agriculture/Forestry/Fishing,56.71371429,56.71371429,57.06685714,57.89447619,59.89561905,62.60038095,64.48380952,65.29391429,68.57403766,71.95909481,77.77081385,86.64795671,115.5986234,117.4793853,127.508644,128.2310536,133.6973752,128.3439862,125.1804368,126.8655435,125.9550297,131.2763397,137.2650415,139.6927713,141.543326,139.751889,148.5329106,157.427959,169.823413
Australia,1.A.5  Other (Not specified elsewhere),5.914745937,5.914745937,5.34471197,5.290744793,5.384819229,5.548406102,5.864911723,6.236036356,6.209268777,5.851132529,5.879041829,5.475863823,5.10010045,4.915614417,4.707409199,4.647697748,4.566020519,4.458324038,5.089492121,5.305206271,3.825573221,3.741243907,2.599825058,2.675859159,2.730706869,3.249851668,3.361883615,3.231696434,2.727587473
Australia,1.A.5.a  Stationary,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,IE,IE,IE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Australia,1.A.5.b  Mobile,5.914745937,5.914745937,5.34471197,5.290744793,5.384819229,5.548406102,5.864911723,6.236036356,6.209268777,5.851132529,5.879041829,5.475863823,5.10010045,4.915614417,4.707409199,4.647697748,4.566020519,4.458324038,5.089492121,5.305206271,3.825573221,3.741243907,2.599825058,2.675859159,2.730706869,3.249851668,3.361883615,3.231696434,2.727587473
Australia,1.B  Fugitive Emissions from Fuels,23.91221557,23.91221557,22.30283435,22.64035863,21.42721203,19.50401457,20.431662,19.31071661,16.93384539,9.124042295,15.88732418,18.34324542,19.05632649,16.74611997,14.63898416,14.86569851,14.01854713,14.50090288,16.32953364,16.55456483,9.29637912,9.855029823,7.94695855,10.41629297,10.34623936,10.10982838,15.05942202,20.14975496,27.20100633
Australia,1.B.1  Solid Fuels,"NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA"
Australia,1.B.1.a  Coal Mining and Handling,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Australia,1.B.1.b  Solid Fuel Transformation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia,1.B.1.c  Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia,1.B.2  Oil and Natural Gas and Other Emissions from Energy Production,23.91221557,23.91221557,22.30283435,22.64035863,21.42721203,19.50401457,20.431662,19.31071661,16.93384539,9.124042295,15.88732418,18.34324542,19.05632649,16.74611997,14.63898416,14.86569851,14.01854713,14.50090288,16.32953364,16.55456483,9.29637912,9.855029823,7.94695855,10.41629297,10.34623936,10.10982838,15.05942202,20.14975496,27.20100633
Australia,1.B.2.a  Oil,1.26504496,1.26504496,1.29707488,1.314048,1.364054827,1.385316853,1.425650827,1.481497867,1.503854933,1.525299467,1.52922336,1.52648576,1.546744,1.521923093,1.48405296,1.394133559,1.405631191,1.283569387,1.371628853,1.338382222,0.958738773,0.853919942,0.818734348,0.782608769,0.708996733,0.645801177,0.552755927,0.577491378,0.776395568
Australia,1.B.2.c  Venting and Flaring,22.64717061,22.64717061,21.00575947,21.32631063,20.06315721,18.11869772,19.00601117,17.82921875,15.42999046,7.598742829,14.35810082,16.81675966,17.50958249,15.22419688,13.1549312,13.47156495,12.61291594,13.21733349,14.95790479,15.21618261,8.337640347,9.001109881,7.128224202,9.6336842,9.637242628,9.464027205,14.50666609,19.57226359,26.42461077
Australia,1.B.2.d  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Australia,International Bunkers,8.848680208,8.848680208,8.867691012,9.279804089,9.932266112,10.36638585,11.75010655,12.36783898,12.74173409,13.51610183,13.53807562,13.88269232,14.5342891,13.18065405,12.02198701,13.69122994,15.40540791,16.25694173,16.68914718,16.79996288,16.87683572,17.76418223,17.23072016,18.21357781,18.73371958,20.22015262,20.02699711,20.93606829,22.88469696
Australia,International Aviation,6.930220208,6.930220208,7.209591012,7.644774089,8.293796112,8.539025848,9.332746554,10.05135898,10.42818409,11.50084183,11.54887562,11.65824232,12.3872391,10.67319405,9.496020009,11.36582994,13.12682791,13.27634173,14.75437164,14.66743342,14.95371572,16.33869223,15.96080016,16.54914281,17.41070458,18.69790762,18.70711311,19.66646838,21.58353091
Australia,International Navigation,1.91846,1.91846,1.6581,1.63503,1.63847,1.82736,2.41736,2.31648,2.31355,2.01526,1.9892,2.22445,2.14705,2.50746,2.525967,2.3254,2.27858,2.9806,1.934775535,2.132529456,1.92312,1.42549,1.26992,1.664435,1.323015,1.522245,1.319884,1.26959991,1.301166046
Australia,Multilateral Operations,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Australia,2.  Industrial Processes and Product Use,10.36408508,10.36408508,10.09636359,10.69708269,10.46996841,11.55537629,9.593861213,11.82080266,11.79979914,11.36905673,11.92142836,9.237829989,10.77094533,10.49285145,12.17588056,12.69673056,10.06664558,10.29694905,10.72714002,10.51888039,8.544968239,24.05058157,11.30082498,8.791235454,16.05718094,15.07832043,15.71449633,16.1763817,17.38510753
Australia,2.A  Mineral Industry,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Australia,2.A.4  Other Process Uses of Carbonates,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Australia,2.A.4.a  Ceramics,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Australia,2.A.4.b  Other Uses of Soda Ash,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Australia,2.A.4.c  Non-metallurgical Magnesium Production,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Australia,2.A.4.d  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Australia,2.B  Chemical Industry,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Australia,2.B.1  Ammonia Production,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Australia,2.B.3  Adipic Acid Production,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Australia,2.B.5  Carbide Production,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Australia,2.B.8  Petrochemical and Carbon Black Production,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Australia,2.B.10  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Australia,2.C  Metal Industry,10.36408508,10.36408508,10.09636359,10.69708269,10.46996841,11.55537629,9.593861213,11.82080266,11.79979914,11.36905673,11.92142836,9.237829989,10.77094533,10.49285145,12.17588056,12.69673056,10.06664558,10.29694905,10.72714002,10.51888039,8.544968239,24.05058157,11.30082498,8.791235454,16.05718094,15.07832043,15.71449633,16.1763817,17.38510753
Australia,2.C.1  Iron and Steel Production,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE
Australia,2.C.2  Ferroalloys Production,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia,2.C.3  Aluminium Production,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia,2.C.4  Magnesium Production,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia,2.C.5  Lead Production,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO,NO,NO,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
Australia,2.C.6  Zinc Production,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia,2.C.7  Other,10.36408508,10.36408508,10.09636359,10.69708269,10.46996841,11.55537629,9.593861213,11.82080266,11.79979914,11.36905673,11.92142836,9.237829989,10.77094533,10.49285145,12.17588056,12.69673056,10.06664558,10.29694905,10.72714002,10.51888039,8.544968239,24.05058157,11.30082498,8.791235454,16.05718094,15.07832043,15.71449633,16.1763817,17.38510753
Australia,2.D  Non-energy Products from Fuels and Solvent Use,"NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA"
Australia,2.D.1  Lubricant Use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia,2.D.2  Paraffin Wax Use,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Australia,2.D.3  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Australia,2.G  Other Product Manufacture and Use,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Australia,2.G.4  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Australia,2.H  Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia,2.H.2  Food and Beverages Industry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia,3.  Agriculture,455.4513634,455.4513634,449.08987,414.5100677,501.2962868,572.5899383,332.1847651,507.9128048,617.1454081,556.0737578,600.3738993,532.4335336,538.3111031,554.6041122,261.3216766,536.8040719,355.0323276,449.8195822,199.7308538,247.5795325,306.8447197,267.0124561,392.7924692,396.6281259,370.7264201,345.2082787,329.9932506,300.3663733,483.6365815
Australia,3.D  Agricultural Soils,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia,3.E  Prescribed Burning of Savannas,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE
Australia,3.F  Field Burning of Agricultural Residues,455.4513634,455.4513634,449.08987,414.5100677,501.2962868,572.5899383,332.1847651,507.9128048,617.1454081,556.0737578,600.3738993,532.4335336,538.3111031,554.6041122,261.3216766,536.8040719,355.0323276,449.8195822,199.7308538,247.5795325,306.8447197,267.0124561,392.7924692,396.6281259,370.7264201,345.2082787,329.9932506,300.3663733,483.6365815
Australia,3.J  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Australia,"4.  Land Use, Land-Use Change and Forestry",19329.78441,19329.78441,18272.89512,16362.041,15948.35424,15950.16198,16632.88094,17592.90934,18205.34136,19232.71303,20514.227,22323.86713,21489.81547,21493.60537,20839.49346,19074.33865,19098.76099,20753.575,21134.33255,19740.12616,20089.3628,20499.11351,20249.98625,19256.63419,19751.14247,19383.22767,16985.33478,17224.14908,17886.81504
Australia,4.A  Forest Land,5072.332169,5072.332169,5123.792162,5283.005938,5326.00411,4770.215709,4915.840406,5206.882364,4883.93787,4960.509172,5013.243155,5602.320832,5292.454064,5481.11278,5593.777839,5353.483604,5034.34395,5348.886788,5727.098993,6414.395888,6398.565788,6300.444334,6724.190488,6186.809184,6059.10365,6387.387105,6441.642521,5878.284986,6101.643203
Australia,4.A.1  Forest Land Remaining Forest Land,5057.623397,5057.623397,5114.67273,5273.663147,5312.704706,4754.329356,4903.800925,5191.989743,4860.922288,4930.158174,4986.98906,5574.255363,5258.819126,5451.976178,5566.40958,5319.857306,4991.785583,5307.132923,5685.414303,6372.291685,6350.865543,6248.659977,6665.521736,6128.500608,6005.060176,6321.628935,6372.787192,5800.680803,6033.009778
Australia,4.A.2  Land Converted to Forest Land,14.70877211,14.70877211,9.119432015,9.342791417,13.29940392,15.88635271,12.03948096,14.89262084,23.01558177,30.35099857,26.25409514,28.06546893,33.63493788,29.13660219,27.36825873,33.62629738,42.55836794,41.75386537,41.68469079,42.10420297,47.70024501,51.78435726,58.66875207,58.3085755,54.04347422,65.75817038,68.8553288,77.60418289,68.6334252
Australia,4.B  Cropland,716.5942914,716.5942914,663.2462733,327.2425462,233.6679235,221.109931,204.3614972,179.2280348,199.2407735,186.9523177,170.0013148,175.5989133,158.6213359,167.3733268,143.753713,148.5673338,152.5940906,144.2434861,121.9893046,91.76156068,75.056088,76.0061444,61.83303386,52.52145532,48.37362513,72.87539958,50.0381163,63.54239695,50.00110129
Australia,4.B.1  Cropland Remaining Cropland,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE
Australia,4.B.2  Land Converted to Cropland,716.5942914,716.5942914,663.2462733,327.2425462,233.6679235,221.109931,204.3614972,179.2280348,199.2407735,186.9523177,170.0013148,175.5989133,158.6213359,167.3733268,143.753713,148.5673338,152.5940906,144.2434861,121.9893046,91.76156068,75.056088,76.0061444,61.83303386,52.52145532,48.37362513,72.87539958,50.0381163,63.54239695,50.00110129
Australia,4.C  Grassland,13145.22189,13145.22189,12124.57786,10418.88314,10070.10162,10681.811,11244.36113,11865.98489,12736.57779,13686.07872,14905.76551,16071.02915,15643.61515,15426.57908,14672.64915,13196.42808,13520.20475,14823.83895,14862.33518,12801.29816,13162.4019,13678.34129,13026.78422,12606.30117,13218.01439,12510.68263,10095.20223,10924.42591,11376.61265
Australia,4.C.1  Grassland Remaining Grassland,6769.65022,6769.65022,6429.54306,6229.920655,6586.772212,7579.045633,8395.045973,9466.255347,10071.71808,11102.25081,11876.77054,12882.88861,12343.37487,11879.40747,11682.88946,10166.85552,9661.821302,10873.68994,11169.53224,10119.63756,10950.23886,11620.29196,11309.56124,11152.10595,11725.54408,10861.90701,8764.305956,9288.640637,9907.399627
Australia,4.C.2  Land Converted to Grassland,6375.571666,6375.571666,5695.034796,4188.962488,3483.329404,3102.765369,2849.315159,2399.729547,2664.859714,2583.827912,3028.994973,3188.140546,3300.240283,3547.171608,2989.759698,3029.572558,3858.383443,3950.149007,3692.802937,2681.6606,2212.163036,2058.049328,1717.222976,1454.195216,1492.470311,1648.775616,1330.896277,1635.785276,1469.213025
